Ticker,Type,Contract_Name,Last_Trade_Date,Strike,Last_Price,Bid,Ask,Change,Pct_Change,Volume,Open_Interest,Implied_Volatility,Ticker_Price,Avg_Price,Likely_Price,Profit_Pct,Flag
AYI,Put,AYI210219P00075000,2021-01-26 9:50AM EST,75.0,0.1,0.0,1.5,0.0,-,1,16,130.13%,120.24,0.75,0.1,0.0013333333333333335,no
AYI,Put,AYI210219P00080000,2021-01-28 9:55AM EST,80.0,0.25,0.0,0.45,0.0,-,1,114,91.21%,120.24,0.225,0.225,0.0028125,no
AYI,Put,AYI210219P00085000,2021-01-28 9:33AM EST,85.0,0.1,0.0,0.15,0.0,-,4,16,66.99%,120.24,0.075,0.075,0.0008823529411764705,no
AYI,Put,AYI210219P00090000,2021-01-19 11:53AM EST,90.0,0.5,0.0,0.5,0.0,-,2,136,69.34%,120.24,0.25,0.25,0.0027777777777777783,no
AYI,Put,AYI210219P00095000,2021-01-28 9:30AM EST,95.0,0.3,0.0,3.9,0.0,-,1,43,98.32%,120.24,1.95,0.3,0.003157894736842105,no
AYI,Put,AYI210219P00100000,2021-01-27 10:37AM EST,100.0,0.7,0.0,1.35,0.0,-,5,129,59.86%,120.24,0.675,0.675,0.006750000000000001,no
AYI,Put,AYI210219P00105000,2021-01-27 12:34PM EST,105.0,0.43,0.85,1.8,0.0,-,10,98,58.81%,120.24,1.325,0.43,0.004095238095238095,no
AYI,Put,AYI210219P00110000,2021-01-29 3:23PM EST,110.0,1.75,0.3,1.9,0.7,+66.67%,5,328,52.08%,120.24,1.1,1.1,0.009999999999999998,no
AYI,Put,AYI210219P00115000,2021-01-28 11:24AM EST,115.0,1.75,2.75,3.4,0.0,-,13,126,51.37%,120.24,3.075,1.75,0.015217391304347828,no
AYI,Put,AYI210219P00120000,2021-01-28 3:15PM EST,120.0,3.57,5.0,5.5,0.0,-,11,112,50.12%,120.24,5.25,3.57,0.02975,yes
AYI,Put,AYI210219P00125000,2021-01-27 2:24PM EST,125.0,4.3,7.7,10.1,0.0,-,23,37,54.48%,120.24,8.9,4.3,0.0344,no
AYI,Put,AYI210219P00130000,2021-01-28 12:58PM EST,130.0,9.0,11.3,12.7,0.0,-,1,9,50.34%,120.24,12.0,9.0,0.06923076923076922,no
AYI,Put,AYI210219P00135000,2021-01-28 3:09PM EST,135.0,12.89,15.0,17.0,0.0,-,4,4,62.16%,120.24,16.0,12.89,0.09548148148148147,no
AYI,Put,AYI210219P00140000,2020-08-28 11:00AM EST,140.0,33.25,36.1,41.0,0.0,-,2,2,229.91%,120.24,38.55,33.25,0.2375,no
AYI,Put,AYI210219P00180000,2021-01-04 9:34AM EST,180.0,58.25,57.0,62.0,0.0,-,1,0,135.60%,120.24,59.5,58.25,0.3236111111111111,no
AER,Call,AER210219C00017500,2021-01-21 9:30AM EST,17.5,26.6,19.8,23.2,0.0,-,78,78,264.06%,38.24,21.5,21.5,0.5622384937238494,no
AER,Call,AER210219C00030000,2021-01-21 9:30AM EST,30.0,14.4,7.2,9.0,0.0,-,30,30,107.72%,38.24,8.1,8.1,0.2118200836820084,no
AER,Call,AER210219C00032500,2020-12-15 10:01AM EST,32.5,9.81,13.8,14.5,0.0,-,-,31,344.14%,38.24,14.15,9.81,0.2565376569037657,no
AER,Call,AER210219C00035000,2021-01-06 9:58AM EST,35.0,11.7,4.4,4.9,0.0,-,1,15,79.98%,38.24,4.65,4.65,0.12160041841004185,no
AER,Call,AER210219C00037500,2021-01-29 9:33AM EST,37.5,4.43,2.95,3.3,0.94,+26.93%,2,7,77.54%,38.24,3.125,3.125,0.08172071129707112,no
AER,Call,AER210219C00040000,2021-01-29 2:23PM EST,40.0,2.13,1.7,2.05,-1.27,-37.35%,18,107,73.00%,38.24,1.875,1.875,0.04903242677824268,yes
AER,Call,AER210219C00042500,2021-01-29 1:40PM EST,42.5,1.35,0.8,1.3,-0.56,-29.32%,101,323,70.51%,38.24,1.05,1.05,0.0274581589958159,no
AER,Call,AER210219C00045000,2021-01-29 3:29PM EST,45.0,0.7,0.55,0.75,-0.49,-41.18%,26,425,73.24%,38.24,0.65,0.65,0.016997907949790794,no
AER,Call,AER210219C00047500,2021-01-29 10:00AM EST,47.5,0.8,0.3,0.5,0.31,+63.27%,4,185,75.59%,38.24,0.4,0.4,0.010460251046025104,no
AER,Call,AER210219C00050000,2021-01-29 3:32PM EST,50.0,0.26,0.15,0.3,-0.18,-40.91%,11,456,76.17%,38.24,0.225,0.225,0.00588389121338912,no
AER,Call,AER210219C00052500,2021-01-25 9:39AM EST,52.5,0.08,0.0,0.2,0.0,-,10,68,73.63%,38.24,0.1,0.08,0.0020920502092050207,no
AER,Call,AER210219C00055000,2021-01-21 10:46AM EST,55.0,0.2,0.0,0.65,0.0,-,6,404,103.52%,38.24,0.325,0.2,0.005230125523012552,no
AER,Call,AER210219C00060000,2021-01-14 2:30PM EST,60.0,0.37,0.0,0.55,0.0,-,"1,500","2,415",117.19%,38.24,0.275,0.275,0.007191422594142259,no
AER,Put,AER210219P00025000,2020-11-19 10:11AM EST,25.0,0.5,0.15,0.75,0.0,-,-,1,139.16%,38.24,0.45,0.45,0.018000000000000002,no
AER,Put,AER210219P00027500,2021-01-29 3:41PM EST,27.5,0.2,0.15,0.55,-0.06,-23.08%,12,"10,030",106.64%,38.24,0.35000000000000003,0.2,0.007272727272727274,no
AER,Put,AER210219P00030000,2021-01-29 2:56PM EST,30.0,0.4,0.35,0.55,-0.1,-20.00%,100,"11,624",90.63%,38.24,0.45,0.4,0.013333333333333334,no
AER,Put,AER210219P00032500,2021-01-27 1:21PM EST,32.5,0.81,0.65,0.9,0.0,-,2,395,83.30%,38.24,0.775,0.775,0.023846153846153847,no
AER,Put,AER210219P00035000,2021-01-29 1:18PM EST,35.0,1.55,1.25,1.45,0.75,+93.75%,163,"6,746",78.03%,38.24,1.35,1.35,0.038571428571428576,no
AER,Put,AER210219P00037500,2021-01-29 1:55PM EST,37.5,2.3,2.2,2.45,0.8,+53.33%,8,240,75.88%,38.24,2.325,2.3,0.06133333333333332,yes
AER,Put,AER210219P00040000,2021-01-29 1:23PM EST,40.0,3.86,3.5,3.8,1.61,+71.56%,2,520,73.44%,38.24,3.65,3.65,0.09125,no
AER,Put,AER210219P00042500,2021-01-25 1:55PM EST,42.5,3.8,5.2,5.6,0.0,-,12,208,73.44%,38.24,5.4,3.8,0.08941176470588234,no
AER,Put,AER210219P00045000,2021-01-25 10:01AM EST,45.0,5.9,7.1,7.9,0.0,-,10,"3,580",76.86%,38.24,7.5,5.9,0.13111111111111112,no
AER,Put,AER210219P00047500,2021-01-08 10:43AM EST,47.5,3.8,9.4,10.0,0.0,-,3,15,77.64%,38.24,9.7,3.8,0.08,no
AER,Put,AER210219P00050000,2020-12-30 9:56AM EST,50.0,6.85,10.1,10.9,0.0,-,1,39,0.00%,38.24,10.5,6.85,0.13699999999999998,no
AER,Put,AER210219P00060000,2021-01-19 12:14AM EST,60.0,13.43,19.8,23.0,0.0,-,-,"1,500",171.24%,38.24,21.4,13.43,0.22383333333333333,no
AFL,Call,AFL210219C00020000,2020-11-19 10:26AM EST,20.0,23.1,21.5,25.5,0.0,-,-,3,213.87%,45.18,23.5,23.1,0.5112881806108898,no
AFL,Call,AFL210219C00022500,2020-11-19 10:25AM EST,22.5,20.7,19.0,23.3,0.0,-,-,4,217.29%,45.18,21.15,20.7,0.4581673306772908,no
AFL,Call,AFL210219C00030000,2020-11-16 2:13PM EST,30.0,12.8,14.7,15.2,0.0,-,2,1,74.22%,45.18,14.95,12.8,0.28331119964586104,no
AFL,Call,AFL210219C00032500,2020-10-09 8:50AM EST,32.5,6.68,5.1,5.4,0.0,-,9,9,0.00%,45.18,5.25,5.25,0.11620185922974767,no
AFL,Call,AFL210219C00035000,2021-01-28 2:32PM EST,35.0,12.1,9.3,11.4,0.0,-,4,17,70.31%,45.18,10.35,10.35,0.22908366533864544,no
AFL,Call,AFL210219C00037500,2021-01-25 1:02PM EST,37.5,8.83,6.3,9.6,0.0,-,1,117,61.33%,45.18,7.949999999999998,7.949999999999998,0.17596281540504646,no
AFL,Call,AFL210219C00040000,2021-01-29 3:41PM EST,40.0,5.5,4.9,6.0,-1.6,-22.54%,2,318,66.50%,45.18,5.45,5.45,0.12062859672421425,no
AFL,Call,AFL210219C00042500,2021-01-26 2:44PM EST,42.5,4.23,3.0,3.7,0.0,-,3,"2,214",51.17%,45.18,3.35,3.35,0.07414785303231519,no
AFL,Call,AFL210219C00043500,2021-01-20 3:16PM EST,43.5,3.68,0.0,2.75,0.0,-,-,1,43.16%,45.18,1.375,1.375,0.030433820274457724,no
AFL,Call,AFL210219C00045000,2021-01-29 3:27PM EST,45.0,1.55,1.35,1.7,-0.16,-9.36%,35,"1,321",38.18%,45.18,1.525,1.525,0.033753873395307665,no
AFL,Call,AFL210219C00046000,2021-01-28 3:59PM EST,46.0,1.55,0.8,1.25,0.0,-,3,15,38.23%,45.18,1.025,1.025,0.022687029659141208,yes
AFL,Call,AFL210219C00046500,2021-01-26 11:17AM EST,46.5,1.45,0.6,0.95,0.0,-,10,22,35.50%,45.18,0.7749999999999999,0.7749999999999999,0.017153607791057988,no
AFL,Call,AFL210219C00047000,2021-01-28 12:23PM EST,47.0,1.15,0.5,0.8,0.0,-,1,33,35.84%,45.18,0.65,0.65,0.014386896857016381,no
AFL,Call,AFL210219C00047500,2021-01-29 3:59PM EST,47.5,0.45,0.35,0.55,-0.45,-50.00%,28,"20,698",32.81%,45.18,0.45,0.45,0.0099601593625498,no
AFL,Call,AFL210219C00048000,2021-01-29 2:28PM EST,48.0,0.39,0.2,0.7,-0.02,-4.88%,3,19,40.53%,45.18,0.45,0.39,0.008632138114209828,no
AFL,Call,AFL210219C00048500,2021-01-28 12:59PM EST,48.5,0.47,0.2,0.45,0.0,-,4,12,36.33%,45.18,0.325,0.325,0.007193448428508191,no
AFL,Call,AFL210219C00049000,2021-01-27 12:36PM EST,49.0,0.23,0.15,0.65,0.0,-,2,3,45.70%,45.18,0.4,0.23,0.005090748118636565,no
AFL,Call,AFL210219C00049500,2021-01-20 12:58PM EST,49.5,0.45,0.1,0.25,0.0,-,-,5,34.67%,45.18,0.175,0.175,0.003873395307658256,no
AFL,Call,AFL210219C00050000,2021-01-29 12:58PM EST,50.0,0.1,0.05,0.2,-0.17,-62.96%,13,"1,239",34.86%,45.18,0.125,0.1,0.002213368747233289,no
AFL,Call,AFL210219C00050500,2021-01-29 11:15AM EST,50.5,0.1,0.0,0.2,0.0,-,1,30,37.31%,45.18,0.1,0.1,0.002213368747233289,no
AFL,Call,AFL210219C00051000,2021-01-28 10:54AM EST,51.0,0.85,0.0,0.2,0.85,-,-,9,39.65%,45.18,0.1,0.1,0.002213368747233289,no
AFL,Call,AFL210219C00052000,2021-01-28 11:15AM EST,52.0,0.1,0.0,0.15,0.0,-,7,16,41.21%,45.18,0.075,0.075,0.0016600265604249668,no
AFL,Call,AFL210219C00052500,2021-01-29 10:15AM EST,52.5,0.05,0.05,0.1,-0.05,-50.00%,9,489,39.65%,45.18,0.07500000000000001,0.05,0.0011066843736166447,no
AFL,Call,AFL210219C00053000,2021-01-21 11:35AM EST,53.0,0.05,0.0,0.75,0.0,-,1,1,57.32%,45.18,0.375,0.05,0.0011066843736166447,no
AFL,Call,AFL210219C00055000,2021-01-28 3:10PM EST,55.0,0.02,0.0,0.25,0.0,-,16,190,51.17%,45.18,0.125,0.02,0.0004426737494466578,no
AFL,Put,AFL210219P00017500,2020-09-29 12:13PM EST,17.5,0.15,0.0,0.25,0.0,-,-,0,206.64%,45.18,0.125,0.125,0.0071428571428571435,no
AFL,Put,AFL210219P00020000,2020-09-30 12:09PM EST,20.0,0.2,0.05,0.3,0.0,-,2,0,190.63%,45.18,0.175,0.175,0.008749999999999999,no
AFL,Put,AFL210219P00022500,2020-09-25 12:25PM EST,22.5,0.35,0.05,0.35,0.0,-,2,6,169.92%,45.18,0.2,0.2,0.008888888888888889,no
AFL,Put,AFL210219P00025000,2020-12-28 2:00PM EST,25.0,0.05,0.0,0.5,0.0,-,2,125,153.71%,45.18,0.25,0.05,0.002,no
AFL,Put,AFL210219P00027500,2021-01-04 9:31AM EST,27.5,0.05,0.0,0.3,0.0,-,21,36,119.53%,45.18,0.15,0.05,0.0018181818181818184,no
AFL,Put,AFL210219P00030000,2021-01-19 10:42AM EST,30.0,0.04,0.0,0.1,0.0,-,30,"19,019",84.38%,45.18,0.05,0.04,0.0013333333333333333,no
AFL,Put,AFL210219P00032500,2021-01-12 11:53AM EST,32.5,0.04,0.0,0.3,0.0,-,5,30,84.38%,45.18,0.15,0.04,0.0012307692307692306,no
AFL,Put,AFL210219P00035000,2021-01-29 12:52PM EST,35.0,0.1,0.0,0.2,0.05,+100.00%,1,369,63.09%,45.18,0.1,0.1,0.002857142857142857,no
AFL,Put,AFL210219P00037500,2021-01-27 3:31PM EST,37.5,0.15,0.1,0.15,0.0,-,6,138,50.98%,45.18,0.125,0.125,0.0033333333333333327,no
AFL,Put,AFL210219P00038000,2021-01-29 12:53PM EST,38.0,0.15,0.05,0.2,0.15,-,2,0,53.71%,45.18,0.125,0.125,0.003289473684210526,no
AFL,Put,AFL210219P00039000,2021-01-26 2:35PM EST,39.0,0.1,0.05,0.25,0.0,-,1,2,50.29%,45.18,0.15,0.1,0.002564102564102564,no
AFL,Put,AFL210219P00040000,2021-01-27 9:30AM EST,40.0,0.15,0.15,0.25,0.0,-,1,353,43.75%,45.18,0.2,0.15,0.00375,no
AFL,Put,AFL210219P00041500,2021-01-29 12:44PM EST,41.5,0.45,0.3,0.5,0.0,-,1,1,43.56%,45.18,0.4,0.4,0.00963855421686747,no
AFL,Put,AFL210219P00042000,2021-01-29 1:15PM EST,42.0,0.6,0.45,0.7,0.0,-,29,4,46.14%,45.18,0.575,0.575,0.013690476190476187,no
AFL,Put,AFL210219P00042500,2021-01-29 3:58PM EST,42.5,0.6,0.5,0.7,0.0,-,246,"1,383",41.99%,45.18,0.6,0.6,0.014117647058823528,no
AFL,Put,AFL210219P00043000,2021-01-29 10:00AM EST,43.0,0.7,0.6,0.9,0.15,+27.27%,1,4,43.31%,45.18,0.75,0.7,0.01627906976744186,no
AFL,Put,AFL210219P00043500,2021-01-27 2:18PM EST,43.5,1.05,0.8,1.1,0.0,-,21,84,43.95%,45.18,0.95,0.95,0.021839080459770118,no
AFL,Put,AFL210219P00044000,2021-01-29 12:20PM EST,44.0,1.1,0.9,1.25,0.05,+4.76%,1,75,42.73%,45.18,1.075,1.075,0.02443181818181818,no
AFL,Put,AFL210219P00044500,2021-01-28 3:03PM EST,44.5,0.85,1.1,1.5,0.0,-,1,64,43.48%,45.18,1.3,0.85,0.019101123595505615,no
AFL,Put,AFL210219P00045000,2021-01-29 1:00PM EST,45.0,1.65,1.45,1.75,0.6,+57.14%,16,487,43.70%,45.18,1.6,1.6,0.03555555555555556,yes
AFL,Put,AFL210219P00045500,2021-01-25 9:30AM EST,45.5,1.25,1.6,2.2,0.0,-,1,56,48.10%,45.18,1.9,1.25,0.027472527472527472,no
AFL,Put,AFL210219P00046000,2021-01-28 11:02AM EST,46.0,1.45,1.9,2.2,0.0,-,14,66,41.36%,45.18,2.05,1.45,0.03152173913043478,no
AFL,Put,AFL210219P00046500,2021-01-26 11:07AM EST,46.5,1.4,2.3,2.6,0.0,-,30,31,43.60%,45.18,2.45,1.4,0.030107526881720432,no
AFL,Put,AFL210219P00047000,2021-01-27 10:13AM EST,47.0,2.31,2.6,5.0,0.0,-,1,0,65.04%,45.18,3.8,2.31,0.04914893617021277,no
AFL,Put,AFL210219P00047500,2021-01-25 12:37PM EST,47.5,2.29,2.95,3.3,0.0,-,4,145,44.43%,45.18,3.125,2.29,0.04821052631578948,no
AFL,Put,AFL210219P00050000,2021-01-28 1:24PM EST,50.0,4.35,4.7,6.7,0.0,-,4,224,58.89%,45.18,5.7,4.35,0.087,no
AFL,Put,AFL210219P00055000,2020-12-23 10:03AM EST,55.0,11.41,9.1,9.4,0.0,-,-,6,0.00%,45.18,9.25,9.25,0.16818181818181818,no
ALL,Call,ALL210219C00075000,2021-01-26 10:40AM EST,75.0,35.46,32.1,32.8,0.0,-,1,0,85.74%,107.18,32.45,32.45,0.30276170927411833,no
ALL,Call,ALL210219C00085000,2021-01-26 10:38AM EST,85.0,25.6,22.0,23.3,0.0,-,1,2,67.33%,107.18,22.65,22.65,0.21132674006344465,no
ALL,Call,ALL210219C00090000,2021-01-28 2:29PM EST,90.0,19.5,17.2,18.5,0.0,-,2,13,59.13%,107.18,17.85,17.85,0.1665422653480127,no
ALL,Call,ALL210219C00095000,2021-01-29 12:26PM EST,95.0,13.27,12.5,13.5,-1.88,-12.41%,2,14,56.67%,107.18,13.0,13.0,0.12129128568762827,no
ALL,Call,ALL210219C00097500,2021-01-29 11:33AM EST,97.5,10.9,10.3,11.1,-1.35,-11.02%,1,12,50.07%,107.18,10.7,10.7,0.09983205821981712,no
ALL,Call,ALL210219C00100000,2021-01-29 1:14PM EST,100.0,8.4,7.8,9.1,-1.4,-14.29%,17,160,48.17%,107.18,8.45,8.4,0.07837283075200598,no
ALL,Call,ALL210219C00105000,2021-01-29 9:30AM EST,105.0,5.5,4.3,4.9,-1.79,-24.55%,1,155,37.45%,107.18,4.6,4.6,0.04291845493562231,no
ALL,Call,ALL210219C00110000,2021-01-29 3:58PM EST,110.0,1.98,1.85,2.25,-0.77,-28.00%,90,723,34.33%,107.18,2.05,1.98,0.01847359582011569,yes
ALL,Call,ALL210219C00115000,2021-01-29 3:37PM EST,115.0,0.6,0.55,0.6,-0.25,-29.41%,250,"2,291",29.25%,107.18,0.575,0.575,0.005364806866952789,no
ALL,Call,ALL210219C00120000,2021-01-29 2:36PM EST,120.0,0.2,0.15,0.25,-0.1,-33.33%,11,533,32.18%,107.18,0.2,0.2,0.001866019779809666,no
ALL,Call,ALL210219C00125000,2021-01-28 9:30AM EST,125.0,0.1,0.0,0.25,0.0,-,1,49,40.77%,107.18,0.125,0.1,0.000933009889904833,no
ALL,Call,ALL210219C00130000,2021-01-28 9:30AM EST,130.0,0.1,0.0,0.15,0.0,-,1,2,44.34%,107.18,0.075,0.075,0.0006997574174286247,no
ALL,Put,ALL210219P00070000,2021-01-25 1:49PM EST,70.0,0.05,0.0,0.15,0.0,-,2,1,81.64%,107.18,0.075,0.05,0.0007142857142857143,no
ALL,Put,ALL210219P00075000,2020-12-22 11:57AM EST,75.0,0.13,0.0,0.1,0.0,-,-,3,66.02%,107.18,0.05,0.05,0.0006666666666666668,no
ALL,Put,ALL210219P00080000,2021-01-27 3:03PM EST,80.0,0.05,0.05,0.35,0.0,-,4,10,68.56%,107.18,0.2,0.05,0.000625,no
ALL,Put,ALL210219P00085000,2021-01-28 10:01AM EST,85.0,0.25,0.1,0.55,0.0,-,1,30,62.11%,107.18,0.325,0.25,0.0029411764705882357,no
ALL,Put,ALL210219P00090000,2021-01-27 3:03PM EST,90.0,0.2,0.25,0.45,0.0,-,4,33,50.24%,107.18,0.35,0.2,0.0022222222222222227,no
ALL,Put,ALL210219P00095000,2021-01-29 2:14PM EST,95.0,0.55,0.45,0.75,0.15,+37.50%,4,44,46.68%,107.18,0.6,0.55,0.0057894736842105275,no
ALL,Put,ALL210219P00097500,2021-01-28 2:23PM EST,97.5,0.55,0.7,0.85,0.0,-,1,89,41.21%,107.18,0.7749999999999999,0.55,0.005641025641025642,no
ALL,Put,ALL210219P00100000,2021-01-29 1:25PM EST,100.0,1.07,0.95,1.2,0.32,+42.67%,13,182,38.75%,107.18,1.075,1.07,0.0107,no
ALL,Put,ALL210219P00105000,2021-01-29 3:26PM EST,105.0,2.1,2.0,2.45,0.5,+31.25%,15,636,34.64%,107.18,2.225,2.1,0.02,yes
ALL,Put,ALL210219P00110000,2021-01-29 2:35PM EST,110.0,4.5,4.5,4.9,1.5,+50.00%,22,148,32.56%,107.18,4.7,4.5,0.040909090909090916,no
ALL,Put,ALL210219P00115000,2021-01-27 2:36PM EST,115.0,6.26,7.9,8.6,0.0,-,2,15,32.08%,107.18,8.25,6.26,0.05443478260869565,no
ALL,Put,ALL210219P00120000,2021-01-26 10:03AM EST,120.0,9.3,12.7,13.4,0.0,-,10,14,39.87%,107.18,13.05,9.3,0.0775,no
ALLY,Call,ALLY210219C00025000,2021-01-29 12:40PM EST,25.0,12.95,12.5,13.3,2.8,+27.59%,3,3,89.84%,37.84,12.9,12.9,0.3409090909090909,no
ALLY,Call,ALLY210219C00026000,2021-01-25 9:30AM EST,26.0,14.19,11.8,12.3,0.0,-,2,0,104.88%,37.84,12.05,12.05,0.31844608879492603,no
ALLY,Call,ALLY210219C00027000,2020-12-28 2:50PM EST,27.0,8.4,9.2,9.75,0.0,-,-,1,0.00%,37.84,9.475,8.4,0.2219873150105708,no
ALLY,Call,ALLY210219C00028000,2021-01-22 2:55PM EST,28.0,12.85,9.55,10.45,0.0,-,1,0,82.42%,37.84,10.0,10.0,0.2642706131078224,no
ALLY,Call,ALLY210219C00029000,2021-01-28 2:24PM EST,29.0,9.45,8.5,9.5,0.0,-,2,4,74.61%,37.84,9.0,9.0,0.2378435517970401,no
ALLY,Call,ALLY210219C00030000,2021-01-29 10:36AM EST,30.0,8.27,7.6,8.0,-0.28,-3.27%,15,20,66.80%,37.84,7.8,7.8,0.20613107822410145,no
ALLY,Call,ALLY210219C00031000,2021-01-28 1:28PM EST,31.0,7.5,6.9,7.7,0.0,-,4,5,79.39%,37.84,7.300000000000002,7.300000000000002,0.19291754756871035,no
ALLY,Call,ALLY210219C00032000,2021-01-29 1:48PM EST,32.0,5.95,5.95,6.15,-0.36,-5.71%,3,25,55.47%,37.84,6.050000000000002,5.95,0.15724101479915434,no
ALLY,Call,ALLY210219C00033000,2021-01-29 12:12PM EST,33.0,5.6,5.1,5.45,-0.1,-1.75%,12,52,60.06%,37.84,5.275,5.275,0.13940274841437633,no
ALLY,Call,ALLY210219C00034000,2021-01-29 12:19PM EST,34.0,4.5,4.3,4.6,-0.05,-1.10%,3,108,58.50%,37.84,4.449999999999998,4.449999999999998,0.11760042283298094,no
ALLY,Call,ALLY210219C00035000,2021-01-29 3:56PM EST,35.0,3.81,3.55,3.9,-0.14,-3.54%,9,214,58.59%,37.84,3.725,3.725,0.09844080338266382,no
